food_name,constituent_name,constituent_smiles,constituent_category,description
Abalone,Iron,[Fe],FoodDB,Iron found in Abalone
Abalone,Sodium,[Na],FoodDB,Sodium found in Abalone
Abalone,Ethanol,CCO,FoodDB,Ethanol found in Abalone
Abalone,Calcium,[Ca++],FoodDB,Calcium found in Abalone
Abalone,Sucrose,OCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,FoodDB,Sucrose found in Abalone
Abalone,Caffeine,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,FoodDB,Caffeine found in Abalone
Abalone,Curcumin,COC1=CC(\C=C\C(=O)CC(=O)\C=C\C2=CC(OC)=C(O)C=C2)=CC=C1O,FoodDB,Curcumin found in Abalone
Abalone,Methanol,CO,FoodDB,Methanol found in Abalone
Abalone,Potassium,[K+],FoodDB,Potassium found in Abalone
Abalone,Vitamin D,[H][C@@]1(CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C)[C@H](C)CCCC(C)C,FoodDB,Vitamin D found in Abalone
Abalone,Uric acid,O=C1NC2=C(N1)C(=O)NC(=O)N2,FoodDB,Uric acid found in Abalone
Abalone,Vitamin D3,CC(C)CCCC(C)C1CCC2\C(CCCC12C)=C\C=C1/CC(O)CCC1=C,FoodDB,Vitamin D3 found in Abalone
Abalone,Folic acid,NC1=NC(=O)C2=NC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)=CN=C2N1,FoodDB,Folic acid found in Abalone
Abalone,Cholesterol,CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,FoodDB,Cholesterol found in Abalone
Abalone,Udp-glucose,OC[C@H]1O[C@H](OP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=CC(=O)NC2=O)[C@H](O)[C@@H](O)[C@@H]1O,FoodDB,Udp-glucose found in Abalone
Abiyuch,Iron,[Fe],FoodDB,Iron found in Abiyuch
Abiyuch,Sodium,[Na],FoodDB,Sodium found in Abiyuch
Abiyuch,Sucrose,OCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,FoodDB,Sucrose found in Abiyuch
Abiyuch,Calcium,[Ca++],FoodDB,Calcium found in Abiyuch
Abiyuch,Ethanol,CCO,FoodDB,Ethanol found in Abiyuch
Abiyuch,Caffeine,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,FoodDB,Caffeine found in Abiyuch
Abiyuch,Curcumin,COC1=CC(\C=C\C(=O)CC(=O)\C=C\C2=CC(OC)=C(O)C=C2)=CC=C1O,FoodDB,Curcumin found in Abiyuch
Abiyuch,Methanol,CO,FoodDB,Methanol found in Abiyuch
Abiyuch,D-Glucose,OCC(O)C(O)C(O)C(O)C=O.OCC(O)C1OC(O)C(O)C1O.OCC1OC(O)C(O)C(O)C1O,FoodDB,D-Glucose found in Abiyuch
Abiyuch,Potassium,[K+],FoodDB,Potassium found in Abiyuch
Abiyuch,Uric acid,O=C1NC2=C(N1)C(=O)NC(=O)N2,FoodDB,Uric acid found in Abiyuch
Abiyuch,D-Fructose,OCC(O)C(O)C(O)C(=O)CO.OCC1OC(O)(CO)C(O)C1O.OCC1(O)OCC(O)C(O)C1O,FoodDB,D-Fructose found in Abiyuch
Abiyuch,Cholesterol,CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,FoodDB,Cholesterol found in Abiyuch
Abiyuch,Udp-glucose,OC[C@H]1O[C@H](OP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=CC(=O)NC2=O)[C@H](O)[C@@H](O)[C@@H]1O,FoodDB,Udp-glucose found in Abiyuch
Abiyuch,ethanolamine,NCCO,FoodDB,ethanolamine found in Abiyuch
Acerola,Iron,[Fe],FoodDB,Iron found in Acerola
Acerola,Sodium,[Na],FoodDB,Sodium found in Acerola
Acerola,Ethanol,CCO,FoodDB,Ethanol found in Acerola
Acerola,Calcium,[Ca++],FoodDB,Calcium found in Acerola
Acerola,Sucrose,OCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,FoodDB,Sucrose found in Acerola
Acerola,Caffeine,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,FoodDB,Caffeine found in Acerola
Acerola,Curcumin,COC1=CC(\C=C\C(=O)CC(=O)\C=C\C2=CC(OC)=C(O)C=C2)=CC=C1O,FoodDB,Curcumin found in Acerola
Acerola,Methanol,CO,FoodDB,Methanol found in Acerola
Acerola,Potassium,[K+],FoodDB,Potassium found in Acerola
Acerola,Uric acid,O=C1NC2=C(N1)C(=O)NC(=O)N2,FoodDB,Uric acid found in Acerola
Acerola,Folic acid,NC1=NC(=O)C2=NC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)=CN=C2N1,FoodDB,Folic acid found in Acerola
Acerola,Cholesterol,CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,FoodDB,Cholesterol found in Acerola
Acerola,Udp-glucose,OC[C@H]1O[C@H](OP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=CC(=O)NC2=O)[C@H](O)[C@@H](O)[C@@H]1O,FoodDB,Udp-glucose found in Acerola
Acerola,ethanolamine,NCCO,FoodDB,ethanolamine found in Acerola
Acerola,Phaseic acid,C\C(\C=C\C1(O)C2(C)COC1(C)CC(=O)C2)=C/C(O)=O,FoodDB,Phaseic acid found in Acerola
Acorn,Iron,[Fe],FoodDB,Iron found in Acorn
Acorn,Sodium,[Na],FoodDB,Sodium found in Acorn
Acorn,Calcium,[Ca++],FoodDB,Calcium found in Acorn
Acorn,Ethanol,CCO,FoodDB,Ethanol found in Acorn
Acorn,Sucrose,OCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,FoodDB,Sucrose found in Acorn
Acorn,Caffeine,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,FoodDB,Caffeine found in Acorn
Acorn,Curcumin,COC1=CC(\C=C\C(=O)CC(=O)\C=C\C2=CC(OC)=C(O)C=C2)=CC=C1O,FoodDB,Curcumin found in Acorn
Acorn,Methanol,CO,FoodDB,Methanol found in Acorn
Acorn,Potassium,[K+],FoodDB,Potassium found in Acorn
Acorn,Uric acid,O=C1NC2=C(N1)C(=O)NC(=O)N2,FoodDB,Uric acid found in Acorn
Acorn,Folic acid,NC1=NC(=O)C2=NC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)=CN=C2N1,FoodDB,Folic acid found in Acorn
Acorn,Cholesterol,CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,FoodDB,Cholesterol found in Acorn
Acorn,Udp-glucose,OC[C@H]1O[C@H](OP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=CC(=O)NC2=O)[C@H](O)[C@@H](O)[C@@H]1O,FoodDB,Udp-glucose found in Acorn
Acorn,ethanolamine,NCCO,FoodDB,ethanolamine found in Acorn
Acorn,Phaseic acid,C\C(\C=C\C1(O)C2(C)COC1(C)CC(=O)C2)=C/C(O)=O,FoodDB,Phaseic acid found in Acorn
Acorn squash,Glyceryl monooleate,[H]C(CO)(CO)OC(=O)CCCCCCC\C=C/CCCCCCCC,FoodDB,Glyceryl monooleate found in Acorn squash
Acorn squash,Glycerol 2-hexadecanoate,[H]C(CO)(CO)OC(=O)CCCCCCCCCCCCCCC,FoodDB,Glycerol 2-hexadecanoate found in Acorn squash
Acorn squash,Glycerol trihexadecanoate,[H]C(COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,FoodDB,Glycerol trihexadecanoate found in Acorn squash
Acorn squash,Glycerol trioctadecanoate,[H]C(COC(=O)CCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,FoodDB,Glycerol trioctadecanoate found in Acorn squash
Acorn squash,"Glycerol 1,3-dioctadecanoate 2-hexadecanoate",[H]C(COC(=O)CCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,FoodDB,"Glycerol 1,3-dioctadecanoate 2-hexadecanoate found in Acorn squash"
Adobo,Iron,[Fe],FoodDB,Iron found in Adobo
Adobo,Sodium,[Na],FoodDB,Sodium found in Adobo
Adobo,Ethanol,CCO,FoodDB,Ethanol found in Adobo
Adobo,Calcium,[Ca++],FoodDB,Calcium found in Adobo
Adobo,Caffeine,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,FoodDB,Caffeine found in Adobo
Adobo,Potassium,[K+],FoodDB,Potassium found in Adobo
Adobo,Vitamin D,[H][C@@]1(CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C)[C@H](C)CCCC(C)C,FoodDB,Vitamin D found in Adobo
Adobo,Folic acid,NC1=NC(=O)C2=NC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)=CN=C2N1,FoodDB,Folic acid found in Adobo
Adobo,Cholesterol,CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,FoodDB,Cholesterol found in Adobo
Adobo,Hexanoic acid,CCCCCC(O)=O,FoodDB,Hexanoic acid found in Adobo
Adobo,Octanoic acid,CCCCCCCC(O)=O,FoodDB,Octanoic acid found in Adobo
Adobo,Decanoic acid,CCCCCCCCCC(O)=O,FoodDB,Decanoic acid found in Adobo
Adobo,Nicotinic acid,OC(=O)C1=CN=CC=C1,FoodDB,Nicotinic acid found in Adobo
Adobo,L-Ascorbic acid,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO,FoodDB,L-Ascorbic acid found in Adobo
Adobo,Dodecanoic acid,CCCCCCCCCCCC(O)=O,FoodDB,Dodecanoic acid found in Adobo
Adzuki bean,Iron,[Fe],FoodDB,Iron found in Adzuki bean
Adzuki bean,Sodium,[Na],FoodDB,Sodium found in Adzuki bean
Adzuki bean,Sucrose,OCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,FoodDB,Sucrose found in Adzuki bean
Adzuki bean,Ethanol,CCO,FoodDB,Ethanol found in Adzuki bean
Adzuki bean,Calcium,[Ca++],FoodDB,Calcium found in Adzuki bean
Adzuki bean,Caffeine,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,FoodDB,Caffeine found in Adzuki bean
Adzuki bean,Curcumin,COC1=CC(\C=C\C(=O)CC(=O)\C=C\C2=CC(OC)=C(O)C=C2)=CC=C1O,FoodDB,Curcumin found in Adzuki bean
Adzuki bean,Methanol,CO,FoodDB,Methanol found in Adzuki bean
Adzuki bean,Vitamin D,[H][C@@]1(CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C)[C@H](C)CCCC(C)C,FoodDB,Vitamin D found in Adzuki bean
Adzuki bean,Potassium,[K+],FoodDB,Potassium found in Adzuki bean
Adzuki bean,D-Glucose,OCC(O)C(O)C(O)C(O)C=O.OCC(O)C1OC(O)C(O)C1O.OCC1OC(O)C(O)C(O)C1O,FoodDB,D-Glucose found in Adzuki bean
Adzuki bean,Uric acid,O=C1NC2=C(N1)C(=O)NC(=O)N2,FoodDB,Uric acid found in Adzuki bean
Adzuki bean,Vitamin D3,CC(C)CCCC(C)C1CCC2\C(CCCC12C)=C\C=C1/CC(O)CCC1=C,FoodDB,Vitamin D3 found in Adzuki bean
Adzuki bean,Folic acid,NC1=NC(=O)C2=NC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)=CN=C2N1,FoodDB,Folic acid found in Adzuki bean
Adzuki bean,D-Fructose,OCC(O)C(O)C(O)C(=O)CO.OCC1OC(O)(CO)C(O)C1O.OCC1(O)OCC(O)C(O)C1O,FoodDB,D-Fructose found in Adzuki bean
Agar,Iron,[Fe],FoodDB,Iron found in Agar
Agar,Sodium,[Na],FoodDB,Sodium found in Agar
Agar,Ethanol,CCO,FoodDB,Ethanol found in Agar
Agar,Calcium,[Ca++],FoodDB,Calcium found in Agar
Agar,Sucrose,OCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,FoodDB,Sucrose found in Agar
Agar,Caffeine,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,FoodDB,Caffeine found in Agar
Agar,Curcumin,COC1=CC(\C=C\C(=O)CC(=O)\C=C\C2=CC(OC)=C(O)C=C2)=CC=C1O,FoodDB,Curcumin found in Agar
Agar,Methanol,CO,FoodDB,Methanol found in Agar
Agar,Potassium,[K+],FoodDB,Potassium found in Agar
Agar,Vitamin D,[H][C@@]1(CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C)[C@H](C)CCCC(C)C,FoodDB,Vitamin D found in Agar
Agar,Uric acid,O=C1NC2=C(N1)C(=O)NC(=O)N2,FoodDB,Uric acid found in Agar
Agar,D-Glucose,OCC(O)C(O)C(O)C(O)C=O.OCC(O)C1OC(O)C(O)C1O.OCC1OC(O)C(O)C(O)C1O,FoodDB,D-Glucose found in Agar
Agar,Folic acid,NC1=NC(=O)C2=NC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)=CN=C2N1,FoodDB,Folic acid found in Agar
Agar,Vitamin D3,CC(C)CCCC(C)C1CCC2\C(CCCC12C)=C\C=C1/CC(O)CCC1=C,FoodDB,Vitamin D3 found in Agar
Agar,D-Fructose,OCC(O)C(O)C(O)C(=O)CO.OCC1OC(O)(CO)C(O)C1O.OCC1(O)OCC(O)C(O)C1O,FoodDB,D-Fructose found in Agar
Agave,Iron,[Fe],FoodDB,Iron found in Agave
Agave,Sodium,[Na],FoodDB,Sodium found in Agave
Agave,Sucrose,OCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,FoodDB,Sucrose found in Agave
Agave,Ethanol,CCO,FoodDB,Ethanol found in Agave
Agave,Calcium,[Ca++],FoodDB,Calcium found in Agave
Agave,Caffeine,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,FoodDB,Caffeine found in Agave
Agave,Curcumin,COC1=CC(\C=C\C(=O)CC(=O)\C=C\C2=CC(OC)=C(O)C=C2)=CC=C1O,FoodDB,Curcumin found in Agave
Agave,Methanol,CO,FoodDB,Methanol found in Agave
Agave,D-Glucose,OCC(O)C(O)C(O)C(O)C=O.OCC(O)C1OC(O)C(O)C1O.OCC1OC(O)C(O)C(O)C1O,FoodDB,D-Glucose found in Agave
Agave,Potassium,[K+],FoodDB,Potassium found in Agave
Agave,Vitamin D,[H][C@@]1(CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C)[C@H](C)CCCC(C)C,FoodDB,Vitamin D found in Agave
Agave,Uric acid,O=C1NC2=C(N1)C(=O)NC(=O)N2,FoodDB,Uric acid found in Agave
Agave,D-Fructose,OCC(O)C(O)C(O)C(=O)CO.OCC1OC(O)(CO)C(O)C1O.OCC1(O)OCC(O)C(O)C1O,FoodDB,D-Fructose found in Agave
Agave,Folic acid,NC1=NC(=O)C2=NC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)=CN=C2N1,FoodDB,Folic acid found in Agave
Agave,Cholesterol,CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,FoodDB,Cholesterol found in Agave
Akutaq,Iron,[Fe],FoodDB,Iron found in Akutaq
Akutaq,Sodium,[Na],FoodDB,Sodium found in Akutaq
Akutaq,Calcium,[Ca++],FoodDB,Calcium found in Akutaq
Akutaq,Potassium,[K+],FoodDB,Potassium found in Akutaq
Akutaq,Folic acid,NC1=NC(=O)C2=NC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)=CN=C2N1,FoodDB,Folic acid found in Akutaq
Akutaq,Cholesterol,CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,FoodDB,Cholesterol found in Akutaq
Akutaq,Nicotinic acid,OC(=O)C1=CN=CC=C1,FoodDB,Nicotinic acid found in Akutaq
Akutaq,L-Ascorbic acid,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO,FoodDB,L-Ascorbic acid found in Akutaq
Akutaq,Pantothenic acid,CC(C)(CO)C(O)C(=O)NCCC(O)=O,FoodDB,Pantothenic acid found in Akutaq
Akutaq,Zinc,[Zn],FoodDB,Zinc found in Akutaq
Akutaq,Copper,[Cu],FoodDB,Copper found in Akutaq
Akutaq,Retinol,C\C(=C/CO)\C=C\C=C(\C)/C=C/C1=C(C)CCCC1(C)C,FoodDB,Retinol found in Akutaq
Akutaq,Thiamine,CC1=C(CCO)SC=[N+]1CC1=CN=C(C)N=C1N,FoodDB,Thiamine found in Akutaq
Akutaq,Manganese,[Mn],FoodDB,Manganese found in Akutaq
Akutaq,Phosphorus,P,FoodDB,Phosphorus found in Akutaq
Alaska blackfish,Iron,[Fe],FoodDB,Iron found in Alaska blackfish
Alaska blackfish,Calcium,[Ca++],FoodDB,Calcium found in Alaska blackfish
Alaska blackfish,Nicotinic acid,OC(=O)C1=CN=CC=C1,FoodDB,Nicotinic acid found in Alaska blackfish
Alaska blackfish,Retinol,C\C(=C/CO)\C=C\C=C(\C)/C=C/C1=C(C)CCCC1(C)C,FoodDB,Retinol found in Alaska blackfish
Alaska blackfish,Thiamine,CC1=C(CCO)SC=[N+]1CC1=CN=C(C)N=C1N,FoodDB,Thiamine found in Alaska blackfish
Alaska blackfish,Phosphorus,P,FoodDB,Phosphorus found in Alaska blackfish
Alaska blackfish,Riboflavine,CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1,FoodDB,Riboflavine found in Alaska blackfish
Alaska blueberry,Iron,[Fe],FoodDB,Iron found in Alaska blueberry
Alaska blueberry,Sodium,[Na],FoodDB,Sodium found in Alaska blueberry
Alaska blueberry,Calcium,[Ca++],FoodDB,Calcium found in Alaska blueberry
Alaska blueberry,Sucrose,OCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,FoodDB,Sucrose found in Alaska blueberry
Alaska blueberry,Ethanol,CCO,FoodDB,Ethanol found in Alaska blueberry
Alaska blueberry,Caffeine,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,FoodDB,Caffeine found in Alaska blueberry
Alaska blueberry,Curcumin,COC1=CC(\C=C\C(=O)CC(=O)\C=C\C2=CC(OC)=C(O)C=C2)=CC=C1O,FoodDB,Curcumin found in Alaska blueberry
Alaska blueberry,Methanol,CO,FoodDB,Methanol found in Alaska blueberry
Alaska blueberry,D-Glucose,OCC(O)C(O)C(O)C(O)C=O.OCC(O)C1OC(O)C(O)C1O.OCC1OC(O)C(O)C(O)C1O,FoodDB,D-Glucose found in Alaska blueberry
Alaska blueberry,Potassium,[K+],FoodDB,Potassium found in Alaska blueberry
Alaska blueberry,Vitamin D,[H][C@@]1(CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C)[C@H](C)CCCC(C)C,FoodDB,Vitamin D found in Alaska blueberry
Alaska blueberry,Uric acid,O=C1NC2=C(N1)C(=O)NC(=O)N2,FoodDB,Uric acid found in Alaska blueberry
Alaska blueberry,D-Fructose,OCC(O)C(O)C(O)C(=O)CO.OCC1OC(O)(CO)C(O)C1O.OCC1(O)OCC(O)C(O)C1O,FoodDB,D-Fructose found in Alaska blueberry
Alaska blueberry,Folic acid,NC1=NC(=O)C2=NC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)=CN=C2N1,FoodDB,Folic acid found in Alaska blueberry
Alaska blueberry,Cholesterol,CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,FoodDB,Cholesterol found in Alaska blueberry
Alaska pollock,Iron,[Fe],FoodDB,Iron found in Alaska pollock
Alaska pollock,Sodium,[Na],FoodDB,Sodium found in Alaska pollock
Alaska pollock,Ethanol,CCO,FoodDB,Ethanol found in Alaska pollock
Alaska pollock,Calcium,[Ca++],FoodDB,Calcium found in Alaska pollock
Alaska pollock,Caffeine,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,FoodDB,Caffeine found in Alaska pollock
Alaska pollock,Potassium,[K+],FoodDB,Potassium found in Alaska pollock
Alaska pollock,Vitamin D,[H][C@@]1(CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C)[C@H](C)CCCC(C)C,FoodDB,Vitamin D found in Alaska pollock
Alaska pollock,D-Fructose,OCC(O)C(O)C(O)C(=O)CO.OCC1OC(O)(CO)C(O)C1O.OCC1(O)OCC(O)C(O)C1O,FoodDB,D-Fructose found in Alaska pollock
Alaska pollock,Vitamin D3,CC(C)CCCC(C)C1CCC2\C(CCCC12C)=C\C=C1/CC(O)CCC1=C,FoodDB,Vitamin D3 found in Alaska pollock
Alaska pollock,Folic acid,NC1=NC(=O)C2=NC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)=CN=C2N1,FoodDB,Folic acid found in Alaska pollock
Alaska pollock,Cholesterol,CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,FoodDB,Cholesterol found in Alaska pollock
Alaska pollock,Hexanoic acid,CCCCCC(O)=O,FoodDB,Hexanoic acid found in Alaska pollock
Alaska pollock,Octanoic acid,CCCCCCCC(O)=O,FoodDB,Octanoic acid found in Alaska pollock
Alaska pollock,Decanoic acid,CCCCCCCCCC(O)=O,FoodDB,Decanoic acid found in Alaska pollock
Alaska pollock,Nicotinic acid,OC(=O)C1=CN=CC=C1,FoodDB,Nicotinic acid found in Alaska pollock
Alaska wild rhubarb,Ethanol,CCO,FoodDB,Ethanol found in Alaska wild rhubarb
Alaska wild rhubarb,Sucrose,OCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,FoodDB,Sucrose found in Alaska wild rhubarb
Alaska wild rhubarb,Calcium,[Ca++],FoodDB,Calcium found in Alaska wild rhubarb
Alaska wild rhubarb,Caffeine,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,FoodDB,Caffeine found in Alaska wild rhubarb
Alaska wild rhubarb,Curcumin,COC1=CC(\C=C\C(=O)CC(=O)\C=C\C2=CC(OC)=C(O)C=C2)=CC=C1O,FoodDB,Curcumin found in Alaska wild rhubarb
Alaska wild rhubarb,Methanol,CO,FoodDB,Methanol found in Alaska wild rhubarb
Alaska wild rhubarb,Potassium,[K+],FoodDB,Potassium found in Alaska wild rhubarb
Alaska wild rhubarb,Uric acid,O=C1NC2=C(N1)C(=O)NC(=O)N2,FoodDB,Uric acid found in Alaska wild rhubarb
Alaska wild rhubarb,Cholesterol,CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,FoodDB,Cholesterol found in Alaska wild rhubarb
Alaska wild rhubarb,Udp-glucose,OC[C@H]1O[C@H](OP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=CC(=O)NC2=O)[C@H](O)[C@@H](O)[C@@H]1O,FoodDB,Udp-glucose found in Alaska wild rhubarb
Alaska wild rhubarb,ethanolamine,NCCO,FoodDB,ethanolamine found in Alaska wild rhubarb
Alaska wild rhubarb,Phaseic acid,C\C(\C=C\C1(O)C2(C)COC1(C)CC(=O)C2)=C/C(O)=O,FoodDB,Phaseic acid found in Alaska wild rhubarb
Alaska wild rhubarb,Î±-D-glucose,OCC1OC(O)C(O)C(O)C1O,FoodDB,Î±-D-glucose found in Alaska wild rhubarb
Alaska wild rhubarb,Î²-D-glucose,OCC1OC(O)C(O)C(O)C1O,FoodDB,Î²-D-glucose found in Alaska wild rhubarb
Alaska wild rhubarb,L-Malic acid,O[C@@H](CC(O)=O)C(O)=O,FoodDB,L-Malic acid found in Alaska wild rhubarb
Albacore tuna,Iron,[Fe],FoodDB,Iron found in Albacore tuna
Albacore tuna,Sodium,[Na],FoodDB,Sodium found in Albacore tuna
Albacore tuna,Ethanol,CCO,FoodDB,Ethanol found in Albacore tuna
Albacore tuna,Calcium,[Ca++],FoodDB,Calcium found in Albacore tuna
Albacore tuna,Caffeine,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,FoodDB,Caffeine found in Albacore tuna
Albacore tuna,Potassium,[K+],FoodDB,Potassium found in Albacore tuna
Albacore tuna,Vitamin D,[H][C@@]1(CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C)[C@H](C)CCCC(C)C,FoodDB,Vitamin D found in Albacore tuna
Albacore tuna,Folic acid,NC1=NC(=O)C2=NC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)=CN=C2N1,FoodDB,Folic acid found in Albacore tuna
Albacore tuna,Vitamin D3,CC(C)CCCC(C)C1CCC2\C(CCCC12C)=C\C=C1/CC(O)CCC1=C,FoodDB,Vitamin D3 found in Albacore tuna
Albacore tuna,Cholesterol,CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,FoodDB,Cholesterol found in Albacore tuna
Albacore tuna,Hexanoic acid,CCCCCC(O)=O,FoodDB,Hexanoic acid found in Albacore tuna
Albacore tuna,Octanoic acid,CCCCCCCC(O)=O,FoodDB,Octanoic acid found in Albacore tuna
Albacore tuna,Decanoic acid,CCCCCCCCCC(O)=O,FoodDB,Decanoic acid found in Albacore tuna
Albacore tuna,Nicotinic acid,OC(=O)C1=CN=CC=C1,FoodDB,Nicotinic acid found in Albacore tuna
Albacore tuna,L-Ascorbic acid,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO,FoodDB,L-Ascorbic acid found in Albacore tuna
Albizia gummifera,A-Homo-3a-oxa-5beta-olean-12-en-3-one-28-oic acid,[H][C@]12CC(C)(C)CC[C@@]1(CC[C@]1(C)C2=CC[C@]2([H])[C@@]3(C)CCC(=O)OC(C)(C)[C@@]3([H])CC[C@@]12C)C(O)=O,FoodDB,A-Homo-3a-oxa-5beta-olean-12-en-3-one-28-oic acid found in Albizia gummifera
Albizia gummifera,Glyceryl monooleate,[H]C(CO)(CO)OC(=O)CCCCCCC\C=C/CCCCCCCC,FoodDB,Glyceryl monooleate found in Albizia gummifera
Albizia gummifera,Glycerol 2-hexadecanoate,[H]C(CO)(CO)OC(=O)CCCCCCCCCCCCCCC,FoodDB,Glycerol 2-hexadecanoate found in Albizia gummifera
Albizia gummifera,Glycerol trihexadecanoate,[H]C(COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,FoodDB,Glycerol trihexadecanoate found in Albizia gummifera
Albizia gummifera,Glycerol trioctadecanoate,[H]C(COC(=O)CCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,FoodDB,Glycerol trioctadecanoate found in Albizia gummifera
Albizia gummifera,"Glycerol 1,3-dioctadecanoate 2-hexadecanoate",[H]C(COC(=O)CCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,FoodDB,"Glycerol 1,3-dioctadecanoate 2-hexadecanoate found in Albizia gummifera"
